Well,Field,Cell_Number,Top,Left,XCentroid,YCentroid,ObjectAreaCh1,ObjectTotalIntenCh1,ObjectAvgIntenCh1,ObjectVarIntenCh1,SpotCountCh2,SpotTotalAreaCh2,SpotAvgAreaCh2,SpotTotalIntenCh2,SpotAvgIntenCh2,TotalIntenCh2,AvgIntenCh2
C4,76,4,464,574,670.3227487,564.419886,28784,49775900,1729.290578,768.8738627,7,167,23.85714286,150621,901.9221557,940668,32.68023902
C4,76,5,595,792,862.6290364,681.5390454,15546,23905211,1537.708156,470.5260605,5,136,27.2,267406,1966.220588,895571,57.60780908
C4,76,6,677,493,632.8060644,751.0735015,26911,53573481,1990.765152,876.2546673,1,19,19,8086,425.5789474,642817,23.88677492
C4,76,7,839,386,515.0784775,942.7922034,29346,61801489,2105.959552,925.4451709,6,149,24.83333333,108759,729.9261745,1080283,36.81193348
C4,76,8,848,756,824.4940649,930.4389038,17186,34880882,2029.610264,907.1298776,1,9,9,2574,286,377732,21.97905272
C4,77,1,125,559,672.5695318,233.3695701,31331,53923642,1721.095465,1223.25193,0,0,0,0,0,543420,17.3444831
C4,77,2,335,493,590.1892477,429.7257499,30505,62033003,2033.535584,1005.899351,5,92,18.4,50592,549.9130435,713086,23.37603672
C4,77,3,428,262,372.1334423,516.2242842,25704,47435332,1845.445534,855.5164553,0,0,0,0,0,420485,16.35873794
C4,77,4,885,531,621.3413242,978.2442922,21024,64737685,3079.227787,1714.383244,6,105,17.5,70627,672.6380952,1162673,55.30217846
C4,78,1,179,737,851.9397657,288.0862794,37819,69765659,1844.725112,818.5083683,13,313,24.07692308,531445,1697.907348,2607822,68.95533991
C4,78,2,205,147,225.5734648,288.2606761,17750,48443311,2729.20062,1438.678131,0,0,0,0,0,599820,33.79267606
C4,78,3,493,613,670.2053371,587.3452726,18287,58044431,3174.081643,2215.374557,1,68,68,72380,1064.411765,852574,46.62186253
C4,78,4,541,257,329.13714,650.599982,22189,50067329,2256.403128,1094.992633,0,0,0,0,0,468052,21.09387534
C5,1,1,291,617,706.7027656,370.3610383,20610,68088482,3303.662397,1670.454288,14,389,27.78571429,846040,2174.910026,2598313,126.0704998
C5,1,2,326,864,952.3372521,429.935106,23392,77550241,3315.246281,1590.821138,8,210,26.25,481714,2293.87619,1653762,70.69775992
C5,2,1,62,82,154.8731935,133.8727016,16261,57930437,3562.538405,2018.833588,1,11,11,3531,321,563490,34.65285038
C5,2,2,318,108,195.1892244,387.7256813,17651,48914458,2771.200385,1350.896736,0,0,0,0,0,515237,29.19024418
C5,2,3,728,901,977.554613,799.7596092,17093,49529715,2897.660738,1481.833663,8,140,17.5,112441,803.15,955230,55.88428011
C5,2,4,801,494,564.8848353,904.4103957,17488,53028223,3032.263438,1669.643374,2,47,23.5,35463,754.5319149,682739,39.04042772
C5,3,1,41,311,402.1075691,139.1343687,26978,56987837,2112.38183,1259.977927,0,0,0,0,0,433990,16.08681148
C5,3,2,395,870,924.8465788,456.9451444,10318,32983484,3196.693545,1968.470447,8,214,26.75,525587,2456.014019,1694102,164.1889901
C5,3,3,533,305,377.5063963,602.9764663,16572,51960726,3135.452933,2198.841038,0,0,0,0,0,522483,31.52805938
C5,3,4,644,859,938.6706053,731.180241,21327,45605882,2138.410559,1004.477214,9,177,19.66666667,209380,1182.937853,1273027,59.69086135
C5,3,5,687,498,590.7685351,793.4118544,29525,70057264,2372.811651,1422.023335,9,250,27.77777778,360867,1443.468,2250013,76.20704488
C5,3,6,812,674,748.2248804,893.4637342,18392,46473676,2526.841888,1153.47716,9,234,26,256672,1096.888889,1329529,72.28844063
C5,4,1,373,66,136.2029485,439.6901863,13634,52556828,3854.835558,2068.803582,10,340,34,614508,1807.376471,1979132,145.161508
C5,4,2,397,854,903.4592532,449.5120949,8516,22087623,2593.661696,1494.48814,0,0,0,0,0,203295,23.87212306
C5,4,3,435,881,945.9481401,502.3947869,7366,18499351,2511.451398,1766.26276,0,0,0,0,0,190687,25.88745588
C5,4,4,797,14,101.5633028,896.1796855,22890,51922839,2268.363434,1110.893705,10,240,24,365506,1522.941667,1247415,54.49606815
C5,5,1,245,297,367.6863636,311.5287433,14960,45258399,3025.294051,1654.163126,7,401,57.28571429,1026033,2558.685786,3107294,207.7068182
C5,5,2,438,360,441.828203,511.5587562,19232,46358435,2410.484349,1268.742519,0,0,0,0,0,379356,19.72524958
C5,5,3,578,624,693.9776997,657.3043873,16502,40439020,2450.55266,1193.63128,0,0,0,0,0,498514,30.20930796
C5,5,4,599,899,953.6723976,776.7735588,24545,31325478,1276.246812,533.6262513,0,0,0,0,0,331825,13.51904665
C5,5,5,651,717,790.9831394,723.8839267,14353,32086672,2235.537658,1017.413764,1,12,12,4528,377.3333333,492281,34.29812583
C5,5,6,687,333,409.5869126,772.850312,21792,39630830,1818.595356,759.5494148,0,0,0,0,0,491235,22.54198789
C5,5,7,831,536,616.7583097,910.4779591,19736,62781550,3181.067592,2206.153921,0,0,0,0,0,644705,32.6664471
C5,6,1,808,616,682.8780317,882.6413333,15750,43200596,2742.894984,1327.418446,0,0,0,0,0,396252,25.15885714
C5,6,2,888,792,845.9868591,949.3107018,10045,34897606,3474.127028,2694.269828,7,182,26,236238,1298.010989,1341670,133.5659532
C5,6,3,945,618,690.5263745,996.2215936,12550,26105129,2080.08996,1047.507704,0,0,0,0,0,184825,14.72709163
C5,7,1,156,76,142.0604833,227.3758905,14318,33885187,2366.614541,1420.674582,0,0,0,0,0,363966,25.42017041
C5,7,2,171,354,444.4639947,259.2766791,22705,60810585,2678.290465,2088.706184,0,0,0,0,0,598895,26.37722969
C5,7,3,187,641,752.5932512,313.640036,45549,76158437,1672.011175,1037.609861,0,0,0,0,0,617260,13.55155986
C5,7,4,679,107,170.315638,745.6868796,13902,39417313,2835.369947,1670.737802,0,0,0,0,0,514332,36.99697885
C5,7,5,680,700,787.2484491,763.1129669,23051,58525127,2538.940914,1784.429483,0,0,0,0,0,625685,27.14350787
C5,7,6,697,457,525.1809734,766.9697821,14958,34345005,2296.096069,1392.705549,0,0,0,0,0,352613,23.57353924
C5,7,7,850,171,248.7980883,949.8279037,22807,62925192,2759.029772,1950.913684,0,0,0,0,0,496253,21.75880212
C5,8,1,404,913,1006.785271,496.4876236,24482,58042050,2370.805081,1314.816994,0,0,0,0,0,442349,18.06833592
C5,8,2,577,178,259.999692,662.116674,22730,55221934,2429.473559,1322.946175,0,0,0,0,0,547705,24.09612846
C5,8,3,733,628,780.0789042,796.3349095,31722,71231060,2245.478217,1108.281688,0,0,0,0,0,768296,24.21965828
C5,8,4,804,265,349.7157612,879.4334848,19364,46042599,2377.74215,1058.084016,7,174,24.85714286,166575,957.3275862,986913,50.96638091
C5,9,1,10,112,175.9976775,86.31207697,15070,50347891,3340.935036,2090.350836,0,0,0,0,0,452663,30.03735899
C5,9,2,211,601,677.5592994,277.1113376,15700,56378011,3590.956115,2100.42844,7,161,23,251463,1561.881988,1257996,80.12713376
C5,9,3,392,332,401.4210823,480.811644,19495,51031457,2617.668992,1141.74295,13,498,38.30769231,748044,1502.096386,2517124,129.1163888
C5,9,4,575,205,278.7897044,635.3666188,13229,34299158,2592.724923,1488.007879,0,0,0,0,0,350336,26.48242498
C5,10,1,104,483,554.7793465,219.3844344,22524,44209502,1962.773131,1347.741251,0,0,0,0,0,464288,20.61303498
C5,10,2,114,126,208.4844834,201.4659879,22492,45342614,2015.944069,1142.316817,0,0,0,0,0,419163,18.63609283
C5,10,3,375,878,932.1369591,443.0155389,11069,25972816,2346.446472,1096.693355,10,461,46.1,2041664,4428.772234,25770704,2328.187189
C5,10,4,481,387,468.1827683,576.8921553,25546,58147215,2276.176897,1262.792478,0,0,0,0,0,473380,18.53049401
C5,10,5,583,669,746.3319813,650.8266111,17504,34480122,1969.842436,720.2768954,1,10,10,3138,313.8,418931,23.93344378
C5,10,6,700,426,504.7002489,755.057414,12854,34119405,2654.380349,1394.444641,17,459,27,1175928,2561.934641,3143183,244.5295628
C5,10,7,823,896,959.1088027,896.3731721,13814,39591149,2866.016288,1499.529429,0,0,0,0,0,355914,25.76473143
C5,10,8,854,623,718.4065397,915.4091359,16178,31661185,1957.051861,663.6690768,0,0,0,0,0,322928,19.9609346
C5,10,9,874,406,492.2212982,942.5315064,17917,23139830,1291.501367,612.5598292,0,0,0,0,0,234188,13.07071496
C5,10,10,875,609,644.6109365,963.3964802,7955,12641597,1589.138529,537.3175731,0,0,0,0,0,97791,12.29302326
C5,10,11,879,560,580.9887476,953.2369537,6132,9511902,1551.190802,559.2259827,0,0,0,0,0,53629,8.745759948
C5,11,1,112,421,483.5632152,184.7098609,14593,35185476,2411.120126,1447.915366,0,0,0,0,0,374456,25.65997396
C5,11,2,129,46,142.4548546,204.0470555,21464,53894056,2510.904584,1067.966368,4,56,14,27578,492.4642857,582720,27.14871413
C5,11,3,347,894,932.065176,382.6950523,4204,9483539,2255.83706,1791.518002,0,0,0,0,0,146125,34.75856327
C5,11,4,546,366,427.2010142,605.6638956,12029,49288487,4097.471693,3217.354883,30,1117,37.23333333,3412001,3054.611459,9580882,796.4820018
C5,11,5,566,904,973.8735432,636.891742,16045,42002493,2617.793269,1214.898301,0,0,0,0,0,540945,33.7142412
C5,11,6,777,725,795.8962656,848.594304,15906,39498330,2483.234628,1261.462038,0,0,0,0,0,390149,24.52841695
C5,12,1,83,487,558.1765778,163.3502291,18111,52356107,2890.845729,1818.408056,0,0,0,0,0,505803,27.92794434
C5,12,2,183,789,853.3521533,265.4337409,16277,29401167,1806.301345,739.7524599,8,413,51.625,836769,2026.075061,3227739,198.3006082
C5,12,3,266,33,124.4713583,360.5932315,19709,50428383,2558.647471,1248.749781,0,0,0,0,0,573848,29.11603836
C5,12,4,296,880,956.5875381,360.9861608,15102,33347073,2208.122964,1222.140302,0,0,0,0,0,227624,15.07244074
C5,12,5,575,281,344.2535763,650.2388583,14540,44471071,3058.533081,1754.728932,13,273,21,224810,823.4798535,1168505,80.36485557
C5,12,6,577,932,1016.773021,652.1772508,19526,33078586,1694.078972,696.666904,1,15,15,6909,460.6,390748,20.01167674
C5,12,7,631,779,923.3716739,776.3932423,34124,46527792,1363.491736,520.9189643,0,0,0,0,0,413896,12.12917595
C5,12,8,825,564,650.0725349,897.5770587,19563,37070219,1894.914839,862.0694848,0,0,0,0,0,311948,15.94581608
C5,12,9,916,867,939.2512491,987.2259695,16812,31302252,1861.899358,648.4259158,36,710,19.72222222,848746,1195.416901,3317380,197.3221508
C5,13,1,181,853,923.3087749,250.698424,15419,45159102,2928.795771,1739.267985,28,748,26.71428571,1391400,1860.160428,5384539,349.2145405
C5,13,2,490,471,551.3047601,571.7044294,20567,65744243,3196.588856,2334.095701,0,0,0,0,0,854244,41.5346915
C5,13,3,516,707,775.9059914,607.3309417,19094,45750040,2396.042736,1686.459461,0,0,0,0,0,444959,23.30360323
C5,13,4,691,719,790.1540217,752.5289439,14459,43358458,2998.717615,2568.14326,0,0,0,0,0,502632,34.76257003
C5,13,5,877,410,489.8567766,934.0929421,14041,38453770,2738.677445,1576.997517,0,0,0,0,0,386693,27.54027491
C5,14,1,65,938,1008.861724,134.9324849,15715,47085147,2996.191346,2019.023214,0,0,0,0,0,536601,34.14578428
C5,14,2,115,462,544.6922363,183.7355557,18329,64241778,3504.925419,2358.344184,14,249,17.78571429,367696,1476.690763,2043524,111.4912979
C5,14,3,411,385,463.886359,488.4736654,19632,59527965,3032.190556,1707.727488,5,58,11.6,25850,445.6896552,800146,40.75723309
C5,14,4,476,808,886.6856147,553.4518721,19791,50828606,2568.268708,2417.515289,1,13,13,10022,770.9230769,966117,48.81597696
C5,14,5,678,142,196.6985399,730.7068833,9109,41162474,4518.87957,3312.894729,0,0,0,0,0,460796,50.58689208
C5,14,6,853,58,121.7308487,910.3546814,12101,35303221,2917.380464,1845.337705,21,481,22.9047619,549428,1142.261954,2027754,167.5691265
C5,14,7,900,633,718.6711269,966.2762642,18609,55437838,2979.087431,1562.569151,0,0,0,0,0,559307,30.05572572
C5,15,1,10,392,472.0519369,66.836732,15153,35520978,2344.154821,1253.890193,0,0,0,0,0,286171,18.88543523
C5,15,2,434,497,568.763672,501.0532506,15305,61599089,4024.768964,3908.488846,0,0,0,0,0,938902,61.34609605
C5,15,3,593,400,471.2892932,669.1785496,16326,49125928,3009.060884,1743.208583,8,177,22.125,297781,1682.378531,1415518,86.70329536
C5,15,4,865,125,203.6441771,966.8615324,22944,56889288,2479.48431,1124.980296,0,0,0,0,0,490647,21.38454498
C5,16,1,125,923,978.4920955,189.5702994,11892,32426898,2726.782543,1752.000677,0,0,0,0,0,343630,28.8958964
C5,16,2,625,591,684.9311769,725.8017538,29307,76974490,2626.488211,1904.790141,0,0,0,0,0,844052,28.80035486
C5,16,3,630,110,181.5487618,708.1019066,18252,65233670,3574.055994,1771.562189,1,13,13,4754,365.6923077,663302,36.34133246
C5,16,4,733,803,890.3064228,820.5024797,24600,57573817,2340.399065,1447.482963,1,6,6,1780,296.6666667,491309,19.97191057
C5,17,1,149,915,982.2802024,214.3919511,13244,40963652,3092.99698,1791.108448,17,402,23.64705882,867225,2157.276119,2633388,198.8363032
C5,17,2,173,15,106.7945281,241.412647,18202,42625764,2341.817602,1451.376139,0,0,0,0,0,348790,19.16217998
C5,17,3,261,595,676.4291676,379.5621349,22765,65242738,2865.92304,1397.931371,0,0,0,0,0,757479,33.27384142
C5,17,4,698,703,774.6971953,780.1204409,17328,54072968,3120.554478,1654.890786,0,0,0,0,0,599006,34.56867498
C5,18,1,20,714,787.3945559,81.6715616,13960,35587352,2549.237249,1268.419289,19,373,19.63157895,539840,1447.292225,2631605,188.5103868
C5,18,2,126,729,810.1069777,213.0073981,23790,56630106,2380.416393,1585.317068,2,49,24.5,43590,889.5918367,495654,20.83455233
C5,18,3,134,66,144.4663198,206.0434365,17681,56248471,3181.294667,2397.206516,0,0,0,0,0,495311,28.01374357
C5,19,1,134,196,260.4345154,205.6117547,14156,48832691,3449.610836,2502.812395,1,60,60,47768,796.1333333,288285,20.36486296
C5,19,2,265,175,252.96488,322.3663393,14664,28892737,1970.31758,793.1258539,19,632,33.26315789,1619130,2561.914557,5064248,345.3524277
C5,19,3,310,557,633.2238466,393.2274235,19290,48109067,2493.989995,1628.970684,0,0,0,0,0,491178,25.46283048
C5,19,4,462,290,351.1357776,524.7552724,13419,36101584,2690.333408,1642.069134,8,142,17.75,131844,928.4788732,920591,68.60354721
C5,19,5,694,798,867.8200767,751.9044881,12522,40653579,3246.572353,1951.136607,8,262,32.75,551665,2105.591603,2272763,181.5015972
C5,19,6,741,194,273.8980861,821.1887489,18967,53500570,2820.718617,1641.274491,9,228,25.33333333,343959,1508.592105,1371806,72.32593452
C5,19,7,923,445,536.4214128,1002.334532,23089,57933352,2509.132141,1115.981103,4,99,24.75,88250,891.4141414,882846,38.23664949
C5,20,1,159,790,853.4494484,222.7577803,12146,41182697,3390.638646,2441.362827,0,0,0,0,0,527794,43.45414128
C5,20,2,584,596,696.1111553,686.9254375,32684,78086328,2389.130094,1579.534498,0,0,0,0,0,731703,22.38719251
C5,20,3,734,111,190.1287523,812.2251652,19821,58142700,2933.38883,1834.28426,0,0,0,0,0,563946,28.45194491
C5,20,4,799,563,627.0275661,868.4402361,13386,47849074,3574.561034,2769.052942,16,536,33.5,1465816,2734.731343,5811673,434.1605409
C5,21,1,191,600,685.0366024,282.0869251,22157,71080174,3208.023379,1768.981431,0,0,0,0,0,734423,33.14631945
C5,21,2,490,365,477.8172618,582.4237159,26185,46164256,1763.003857,764.6585373,0,0,0,0,0,355566,13.57899561
C5,21,3,568,310,387.7490306,680.0940857,22437,38767021,1727.816598,910.0908463,0,0,0,0,0,397021,17.69492356
C5,22,1,52,669,737.0001075,134.6080064,18610,42005678,2257.15626,1023.010495,0,0,0,0,0,735522,39.52294465
C5,23,1,213,377,514.0569218,284.6685629,28829,58273875,2021.363037,1363.015801,1,14,14,5122,365.8571429,578016,20.04981095
C5,23,2,369,803,867.939506,433.0025173,12712,32146344,2528.818754,1443.2339,0,0,0,0,0,182320,14.34235368
C5,23,3,447,985,1032.363284,502.6503587,8503,18957616,2229.520875,1227.218984,15,765,51,3011223,3936.239216,7342492,863.5178172
C5,23,4,474,760,813.4961825,542.2754873,11133,17402734,1563.166622,660.7950787,8,241,30.125,728634,3023.377593,2566409,230.5226803
C5,23,5,530,158,248.4026336,646.4498771,27263,54515288,1999.607087,1038.499029,0,0,0,0,0,438372,16.07937498
C5,23,6,543,897,949.674799,606.8548839,11067,11699848,1057.183338,286.1146967,9,177,19.66666667,102171,577.2372881,403315,36.44302882
C5,23,7,565,613,718.9481063,639.3067587,19116,25954441,1357.733888,497.7888804,0,0,0,0,0,335982,17.57595731
C5,23,8,681,901,946.6987542,732.1416887,7947,16559947,2083.79854,1213.267771,0,0,0,0,0,130244,16.38907764
C5,23,9,785,653,778.3212078,885.4774296,33318,46653483,1400.248604,733.1719238,2,44,22,27032,614.3636364,655506,19.67423015
C5,23,10,944,316,391.1681237,994.6978678,9380,17807249,1898.427399,773.5975036,7,220,31.42857143,234930,1067.863636,907735,96.77345416
C5,24,1,262,339,431.3482352,325.8598767,18812,54713831,2908.4537,1599.033979,24,731,30.45833333,1316219,1800.573187,4684873,249.0364129
C5,24,2,504,118,175.0055035,583.9123722,13991,23123576,1652.74648,697.8256767,10,387,38.7,636900,1645.736434,2028289,144.9709813
C5,24,3,536,859,912.3866451,620.5301154,14212,27127124,1908.747819,891.3626036,0,0,0,0,0,368385,25.92070082
C5,24,4,655,228,280.4517529,710.3016138,8985,14082974,1567.387201,645.9108845,5,154,30.8,176357,1145.175325,825454,91.87022816
C5,24,5,732,513,591.9661157,795.9467896,15730,32452685,2063.107756,809.5046831,0,0,0,0,0,324994,20.66077559
C5,24,6,754,310,365.317154,807.4156505,8447,12161207,1439.707233,454.7404068,7,261,37.28571429,660174,2529.402299,1928309,228.2832958
C5,24,7,793,635,704.0256534,858.1968895,12474,25501484,2044.371012,797.5867927,2,74,37,119906,1620.351351,771230,61.82700016
C5,24,8,958,485,538.968035,1010.345222,8916,11575349,1298.267048,471.0552741,16,485,30.3125,802618,1654.882474,2609801,292.7098475
C5,24,9,978,388,430.9456037,1024.862493,5607,6507867,1160.668272,326.156627,1,21,21,9003,428.7142857,59915,10.68574996
C5,25,1,257,417,468.0859529,308.4900824,8621,27449720,3184.052894,1953.528091,15,317,21.13333333,519262,1638.050473,1945597,225.6811275
C5,25,2,440,548,607.8524279,498.938602,11059,35640269,3222.738855,2131.392032,0,0,0,0,0,405795,36.69364319
C5,25,3,444,17,124.1149388,500.0014694,12250,22869018,1866.858612,886.6506798,0,0,0,0,0,205426,16.76946939
C5,25,4,550,423,492.3348797,620.514522,14874,30855219,2074.439895,871.1351802,22,420,19.09090909,721335,1717.464286,2598677,174.7127202
C5,25,5,564,69,131.8313879,639.3919819,16363,32670096,1996.583512,1010.55442,0,0,0,0,0,318557,19.46812932
C5,25,6,660,221,320.5866802,735.9794536,22583,51042724,2260.227782,987.5048143,0,0,0,0,0,571142,25.29079396
C5,26,1,89,511,610.7436401,158.7909261,20873,34693131,1662.105639,738.537753,0,0,0,0,0,241557,11.57270158
C5,26,2,151,473,538.4804633,255.2190526,17352,34804540,2005.794145,1075.021333,0,0,0,0,0,250502,14.43649147
C5,26,3,167,694,769.5016916,237.611503,17439,35493840,2035.313951,957.6174828,19,449,23.63157895,788430,1755.96882,3152947,180.7986123
C5,26,4,382,539,628.6710114,472.4101182,23937,56480380,2359.542967,1037.553305,7,149,21.28571429,218157,1464.14094,1550417,64.7707315
C5,26,5,585,756,827.5478679,653.536967,15595,27048669,1734.44495,682.7984931,0,0,0,0,0,358801,23.00743828
C5,26,6,648,401,475.101337,726.1613228,16904,41276645,2441.827082,1087.604966,1,17,17,7145,420.2941176,513448,30.37434927
C5,26,7,806,967,1026.700342,894.9508938,18124,40677644,2244.407636,1084.065261,1,30,30,12887,429.5666667,365623,20.17341646
C5,26,8,878,266,335.4581552,957.1351098,17075,36194493,2119.736047,836.6176189,31,536,17.29032258,721329,1345.76306,2849453,166.878653
C5,27,1,213,159,230.5271789,285.3210446,16465,43277277,2628.440753,1417.122927,0,0,0,0,0,497205,30.19769207
C5,27,2,244,40,95.11811927,338.1328364,15696,26739946,1703.615316,604.5746436,2,23,11.5,8302,360.9565217,301217,19.19068552
C5,27,3,378,710,775.8074602,438.9934174,12761,37670418,2951.995768,1932.757954,0,0,0,0,0,445628,34.92108769
C5,27,4,449,857,929.8597389,522.3034479,16619,35190244,2117.470606,1093.644798,0,0,0,0,0,377751,22.73006799
C5,27,5,660,764,822.6882377,724.9667603,12455,32934105,2644.247692,1440.313528,4,90,22.5,77061,856.2333333,807700,64.84945805
C5,27,6,765,118,185.4556328,835.2583189,14966,39084398,2611.546038,1248.598466,17,569,33.47058824,1492175,2622.45167,3840937,256.6441935
C5,27,7,787,598,674.4350481,852.9444668,17359,50309577,2898.184054,1983.854934,0,0,0,0,0,603858,34.78645083
C5,27,8,927,815,903.3261466,1000.966941,15306,28202190,1842.55782,789.4747586,0,0,0,0,0,251970,16.4621717
C5,28,1,484,271,352.2981889,561.6056324,20098,47256185,2351.287939,1433.049986,0,0,0,0,0,501159,24.93576475
C5,28,2,589,41,98.61100359,646.7583633,10851,24700042,2276.29177,1151.430538,0,0,0,0,0,275719,25.40954751
C5,28,3,642,590,657.6887355,705.5316656,13911,42925528,3085.725541,2595.477226,0,0,0,0,0,530295,38.12055208
C5,28,4,742,828,921.0962955,842.7099888,27561,50743288,1841.126519,790.6179093,0,0,0,0,0,420662,15.26294402
C5,28,5,770,179,251.8347641,843.5639098,16891,35221493,2085.222485,783.9904956,11,250,22.72727273,333358,1333.432,5265233,311.7182523
C5,28,6,783,402,499.8865648,874.5584283,28351,59606053,2102.432119,920.4958112,1,28,28,23406,835.9285714,592078,20.88384889
C5,29,1,93,20,115.7800746,208.7467808,35412,54398482,1536.15955,726.18358,0,0,0,0,0,311974,8.809838473
C5,29,2,479,704,770.7231318,551.6966299,15697,40099842,2554.618207,1625.519935,0,0,0,0,0,513375,32.70529401
C5,29,3,489,20,98.59013087,598.8855461,24298,41175237,1694.59367,687.7529744,5,96,19.2,64268,669.4583333,577286,23.75858095
C5,29,4,559,332,423.8325633,652.9549209,21429,53801587,2510.690513,2904.869878,0,0,0,0,0,531094,24.78389099
C5,30,1,263,677,749.1330577,331.8338643,14753,60135970,4076.185861,2674.175781,0,0,0,0,0,531762,36.04432997
C5,30,2,332,4,78.29636049,392.7125311,13271,29658511,2234.836184,1003.775512,0,0,0,0,0,305363,23.0097958
C5,30,3,342,516,607.6105187,420.0130321,23634,59221995,2505.796522,1457.853051,0,0,0,0,0,500909,21.19442329
C5,30,4,348,731,815.3163121,442.8521524,19838,49370028,2488.659542,1833.3252,0,0,0,0,0,401040,20.21574756
C5,30,5,432,243,314.0369464,488.4693643,13073,45503532,3480.726077,2189.885841,14,227,16.21428571,220164,969.8854626,1266201,96.85619215
C5,30,6,486,450,531.6365432,570.0130957,19243,39268377,2040.657746,1276.582693,1,11,11,3467,315.1818182,354628,18.4289352
C5,30,7,516,30,128.8371371,587.4214323,22872,44749510,1956.519325,865.5158484,0,0,0,0,0,409044,17.88405037
C5,31,1,176,96,177.4208131,284.5782767,26368,72020877,2731.374279,1776.257282,0,0,0,0,0,584666,22.17331614
C5,31,2,811,600,667.304528,889.3528105,16652,56457591,3390.439046,2390.943937,2,89,44.5,128388,1442.561798,1152028,69.18256065
C5,32,1,71,757,830.9981063,141.412629,15314,39460782,2576.778242,1426.241848,5,80,16,46914,586.425,636057,41.53434766
C5,32,2,126,281,358.9377,210.483322,20626,56683817,2748.173034,1459.533923,0,0,0,0,0,483943,23.46276544
C5,32,3,293,875,975.8837051,371.7199168,25014,49681176,1986.134805,831.5450644,0,0,0,0,0,426301,17.0424962
C5,32,4,343,26,109.084531,420.4489513,18786,64176969,3416.212552,2130.832366,3,44,14.66666667,19721,448.2045455,745652,39.69189822
C5,32,5,377,410,503.8468228,467.0343067,27021,54727672,2025.375523,1545.322084,0,0,0,0,0,467687,17.30827875
C5,32,6,468,753,833.7362099,548.5537141,20395,47263123,2317.387742,1428.851659,0,0,0,0,0,429444,21.05633734
C5,32,7,863,354,455.0527931,921.551746,20533,61677544,3003.825257,1509.782191,0,0,0,0,0,514712,25.0675498
C5,33,1,38,195,262.4177568,146.4682393,23315,54779396,2349.534463,1163.815302,19,592,31.15789474,1001328,1691.432432,3218832,138.0584173
C5,33,2,280,345,411.2697635,347.4556432,14079,41743645,2964.958094,1581.768555,0,0,0,0,0,448115,31.82860999
C5,34,1,563,149,220.1049828,646.9334479,17460,44649052,2557.219473,1641.400411,4,37,9.25,11638,314.5405405,606198,34.71924399
C5,34,2,612,649,731.2996884,687.9815138,18933,49258714,2601.738446,1301.620904,0,0,0,0,0,537111,28.36903819
C5,34,3,824,351,417.3681995,898.9854922,15440,55006187,3562.576878,2266.193626,0,0,0,0,0,510859,33.0867228
C5,35,1,210,455,541.1030689,271.342154,17270,45313336,2623.81795,1435.586205,4,100,25,121522,1215.22,841172,48.70712218
C5,35,2,210,723,796.3725831,282.3445076,16705,46561166,2787.259264,1801.024951,0,0,0,0,0,511067,30.59365459
C5,35,3,331,487,563.2795165,407.9828469,18947,62356041,3291.077268,1754.991825,0,0,0,0,0,556036,29.34691508
C5,36,1,16,454,516.4941643,85.51995677,13880,40593973,2924.637824,1590.999096,0,0,0,0,0,425605,30.66318444
C5,36,2,234,335,406.0417297,308.5363171,17182,42919448,2497.930858,1215.109552,0,0,0,0,0,475573,27.67855896
C5,36,3,616,476,562.8425104,719.9851543,25462,57046473,2240.455306,1188.176477,3,63,21,42046,667.3968254,713496,28.02199356
C5,37,1,44,252,298.9836611,97.54988433,6916,16804838,2429.849335,1467.165212,0,0,0,0,0,225377,32.5877675
C5,37,2,60,750,850.366545,119.3509732,16440,36424459,2215.599696,1289.961772,0,0,0,0,0,399047,24.27293187
C5,37,3,290,901,967.9353944,368.4072217,16949,33710691,1988.94867,962.3526213,0,0,0,0,0,288874,17.04371939
C5,37,4,410,401,473.4477485,472.471821,14124,41288639,2923.296446,1822.556948,0,0,0,0,0,425936,30.15689606
C5,37,5,635,19,82.2641129,698.4131452,12400,43588979,3515.240242,2022.153039,2,20,10,6699,334.95,544169,43.88459677
C5,37,6,789,793,862.2803297,858.095956,14194,60158605,4238.312315,2737.669234,5,170,34,254957,1499.747059,1281332,90.27279132
C5,38,1,52,765,853.4915401,131.4363911,21868,48288541,2208.182778,884.9708254,0,0,0,0,0,419439,19.18049204
C5,38,2,634,320,392.7604826,709.9967292,18650,50624492,2714.449973,1626.695344,14,197,14.07142857,136100,690.8629442,1113309,59.69485255
C5,38,3,714,796,898.8157836,808.6931222,22289,52169480,2340.593118,1067.595525,0,0,0,0,0,479111,21.49540132
C5,39,1,120,429,517.9948613,210.5035929,23936,71292872,2978.478944,1603.138242,1,9,9,2647,294.1111111,642214,26.83046457
C5,39,2,504,675,778.3789987,613.0111062,33855,61214119,1808.126392,1413.083409,0,0,0,0,0,579800,17.12597844
C5,40,1,246,193,270.9746293,319.1368089,18683,53098729,2842.087941,1417.975519,0,0,0,0,0,625519,33.48065086
C5,40,2,653,64,139.472082,738.0858744,19808,57028883,2879.08335,1543.048792,31,738,23.80645161,1463036,1982.433604,5100707,257.5074212
C5,40,3,789,460,534.0412281,878.0577091,19477,45197214,2320.542897,1399.017912,0,0,0,0,0,395133,20.28715921
C5,41,1,81,247,326.4042189,150.0003421,17540,44796079,2553.938369,1482.053659,0,0,0,0,0,430827,24.56254276
C5,41,2,134,651,736.8119418,221.6960724,24519,64047074,2612.140544,1589.44964,0,0,0,0,0,643656,26.25131531
