Well,Field,Cell_Number,Top,Left,XCentroid,YCentroid,ObjectAreaCh1,ObjectTotalIntenCh1,ObjectAvgIntenCh1,ObjectVarIntenCh1,SpotCountCh2,SpotTotalAreaCh2,SpotAvgAreaCh2,SpotTotalIntenCh2,SpotAvgIntenCh2,TotalIntenCh2,AvgIntenCh2
F3,77,1,103,676,749.9527629,167.4886835,14713,32155841,2185.539387,1001.49,0,0,0,0,0,457411,31.08890097
F3,77,2,118,424,495.7901406,187.4661567,12942,39441415,3047.551769,2051.177995,0,0,0,0,0,515658,39.84376449
F3,77,3,417,246,326.2938343,504.918453,22625,70420256,3112.497503,1922.166505,5,63,12.6,30189,479.1904762,1156545,51.11801105
F3,77,4,624,755,820.8139631,698.4807874,16916,46128499,2726.915287,1529.022664,0,0,0,0,0,611469,36.14737527
F3,77,5,797,102,205.6940716,870.8964308,19668,52150384,2651.534676,1462.958797,2,50,25,35241,704.82,761743,38.73006915
F3,77,6,897,740,796.0138875,950.4999489,9793,40985589,4185.192382,3279.056649,19,640,33.68421053,1355761,2118.376563,4766537,486.7289901
F3,78,1,253,314,371.3014967,319.2902718,10156,39831557,3921.972922,2876.725422,0,0,0,0,0,592058,58.29637653
F3,78,2,311,174,245.2785553,416.4229053,16363,56001404,3422.441117,2347.735828,0,0,0,0,0,604033,36.91456334
F3,78,3,764,552,622.9336898,855.4635769,16830,56240119,3341.658883,2601.105457,14,207,14.78571429,166086,802.3478261,1214531,72.16464646
F3,78,4,933,832,910.674851,1007.693773,15273,56517815,3700.50514,3804.105298,0,0,0,0,0,588734,38.54737118
F4,1,1,491,898,966.3378703,575.8541767,18735,35931963,1917.905685,840.9905007,0,0,0,0,0,491373,26.22754203
F4,1,2,496,204,287.3434094,577.5080578,21470,62614145,2916.355147,1503.440613,0,0,0,0,0,601133,27.99874243
F4,1,3,668,459,533.4670831,751.0296946,20172,55003363,2726.718372,1686.302911,3,38,12.66666667,26099,686.8157895,1647279,81.66165973
F4,2,1,23,578,659.2495792,105.8518235,19605,61964368,3160.641061,1987.47915,1,15,15,5833,388.8666667,696270,35.51491966
F4,2,2,214,929,1009.437799,297.6838856,20249,61547420,3039.528866,1610.067603,0,0,0,0,0,519126,25.63711788
F4,2,3,321,806,919.2269247,432.7577991,27952,57939137,2072.808278,884.2836168,7,115,16.42857143,53479,465.0347826,748051,26.76198483
F4,2,4,700,244,316.9063579,760.9085923,14769,41533841,2812.231092,1390.15919,14,377,26.92857143,614071,1628.835544,2048450,138.6993026
F4,2,5,716,552,642.3450596,826.8690817,28682,92827003,3236.420159,1825.655702,9,136,15.11111111,83340,612.7941176,1126743,39.28397601
F4,3,1,320,24,161.2178424,447.0005153,42696,97705557,2288.400717,882.7816249,24,420,17.5,393074,935.8904762,2259837,52.92854132
F4,3,2,696,563,631.9515627,762.0172507,14782,56778762,3841.074415,2777.559208,0,0,0,0,0,726639,49.15701529
F4,3,3,754,73,140.2929968,832.3083144,16321,44006047,2696.283745,1300.704316,1,50,50,88041,1760.82,747397,45.79357882
F4,3,4,808,332,454.9506946,939.2459062,49954,113608106,2274.254434,1418.274507,11,241,21.90909091,333547,1384.012448,2067889,41.3958642
F4,4,1,120,575,641.4573503,186.6688929,13775,50402496,3658.983376,2824.18001,0,0,0,0,0,609284,44.23114338
F4,4,2,321,898,970.340784,412.3713459,21072,49094223,2329.832147,1202.006053,0,0,0,0,0,701171,33.27500949
F4,4,3,416,147,231.5332893,490.3409287,19661,47112595,2396.246122,1355.1045,0,0,0,0,0,506469,25.76008341
F4,4,4,946,400,459.6767864,1011.133064,12385,35278943,2848.521841,1985.716438,0,0,0,0,0,390089,31.4968914
F4,5,1,448,484,595.5458604,543.6629096,31585,89458301,2832.30334,1474.842179,26,563,21.65384615,588510,1045.310835,2370339,75.04635112
F4,5,2,665,859,962.5557849,739.2783053,19378,47474395,2449.912014,1945.965599,0,0,0,0,0,424297,21.89580968
F4,5,3,709,818,890.2716672,805.4233222,16465,43942622,2668.85041,1925.811932,0,0,0,0,0,413052,25.08666869
F4,6,1,23,708,784.9199104,98.1673154,16956,47615313,2808.168967,1631.157801,5,186,37.2,868487,4669.284946,2925174,172.5155697
F4,6,2,286,526,615.7727305,383.4734397,28200,72225347,2561.182518,1887.315832,0,0,0,0,0,717099,25.42904255
F4,6,3,590,756,864.8353401,707.3443766,40447,103259836,2552.966499,1264.115131,2,29,14.5,18816,648.8275862,1032808,25.53484807
F4,6,4,666,92,196.1949344,764.5647543,32770,66671814,2034.538114,1174.177932,0,0,0,0,0,608626,18.57265792
F4,6,5,681,412,493.4301914,750.347106,17813,40574803,2277.819738,1055.735578,3,42,14,38265,911.0714286,652770,36.64570819
F4,6,6,871,45,123.1187379,958.7658357,21139,68413475,3236.362884,1761.712687,2,32,16,23217,725.53125,709928,33.58380245
F4,6,7,909,585,648.4528749,969.9935479,12244,52423770,4281.588533,3857.826611,0,0,0,0,0,551823,45.06885005
F4,7,1,555,800,887.3917155,649.7206304,24745,63566544,2568.864175,1488.898808,5,79,15.8,42884,542.835443,797334,32.22202465
F4,7,2,597,3,95.04602233,680.8962941,24097,81941813,3400.498527,2199.548286,0,0,0,0,0,782506,32.47317093
F4,7,3,849,537,621.4382379,940.3212829,23291,61171193,2626.387575,1193.839168,0,0,0,0,0,553267,23.75454038
F4,7,4,885,839,917.6890316,965.4836986,18526,49780249,2687.047879,1459.122073,0,0,0,0,0,473004,25.53190111
F4,8,1,7,832,906.4994919,153.5504819,28535,54466587,1908.764219,811.9335123,7,73,10.42857143,35006,479.5342466,839761,29.42915718
F4,8,2,215,619,690.9455782,292.2228032,17787,55225783,3104.839658,1673.707306,0,0,0,0,0,662789,37.2625513
F4,8,3,539,718,775.9587143,600.5165047,10391,37982754,3655.351169,2504.024048,15,512,34.13333333,2850551,5567.482422,6852060,659.4225772
F4,9,1,529,9,109.8122694,619.4610168,28461,55521588,1950.795404,1043.375007,0,0,0,0,0,532381,18.70563227
F4,9,2,627,859,934.6252492,722.6477659,17054,34935483,2048.521344,945.2319319,4,105,26.25,101129,963.1333333,786525,46.11967867
F4,9,3,666,634,692.5976753,746.8401744,13765,34151866,2481.065456,1226.409993,6,105,17.5,86554,824.3238095,730596,53.07635307
F4,9,4,739,668,759.780464,834.5648903,17414,33701100,1935.2877,1209.987717,4,54,13.5,43498,805.5185185,729019,41.86396003
F4,9,5,925,887,957.5871879,990.2741913,14096,39128105,2775.830377,1477.272043,0,0,0,0,0,473076,33.56101022
F4,10,1,46,626,692.4302525,108.6098036,12832,36286193,2827.789355,1666.235732,0,0,0,0,0,467839,36.45877494
F4,10,2,181,962,1026.598705,251.5806347,15440,35270395,2284.352008,969.1805325,27,865,32.03703704,4213927,4871.591908,10124875,655.7561528
F4,10,3,182,254,335.1563761,269.1870724,22804,47876416,2099.474478,830.3414793,7,157,22.42857143,191930,1222.484076,1015912,44.54972812
F4,10,4,373,535,609.9992917,460.3595244,19765,47810836,2418.964634,1216.690215,0,0,0,0,0,302486,15.30412345
F4,10,5,466,309,389.4884735,546.1429667,20865,49000196,2348.43978,957.3225912,2,21,10.5,7997,380.8095238,341039,16.34502756
F4,10,6,502,648,708.0253187,559.8776857,11217,23471666,2092.508336,953.8725139,25,933,37.32,3574312,3830.98821,9083951,809.8378354
F4,10,7,504,917,991.8767545,578.5805935,15603,34495788,2210.843299,1009.597785,20,636,31.8,1431701,2251.102201,4583068,293.7299237
F4,10,8,606,197,280.5871824,680.728524,18381,48010623,2611.970132,1333.009913,21,835,39.76190476,5016503,6007.788024,10399145,565.7551276
F4,10,9,663,896,961.9613745,738.2895661,15948,37553888,2354.771006,1039.490596,1,13,13,3806,292.7692308,408351,25.60515425
F4,10,10,665,656,726.8279396,734.5473301,14832,36205466,2441.037352,1135.764866,7,194,27.71428571,213428,1100.14433,1119975,75.51072006
F4,10,11,839,417,486.1890421,899.5938874,13415,38195560,2847.22773,1489.040622,5,195,39,501290,2570.717949,1705964,127.1683936
F4,11,1,213,490,572.9641143,304.3169831,23547,68582405,2912.575063,2096.034985,0,0,0,0,0,740255,31.43733809
F4,11,2,240,607,756.0445524,356.9777848,40963,72331257,1765.7705,731.9943682,10,194,19.4,129520,667.628866,1046819,25.55523277
F4,11,3,515,120,180.2056408,615.9500756,18508,44527474,2405.850119,1189.438205,0,0,0,0,0,454900,24.57856062
F4,11,4,582,732,816.6423306,658.6483389,19806,50724039,2561.044078,1634.402684,0,0,0,0,0,527127,26.61451075
F4,11,5,848,113,179.8705538,921.3998404,15041,39397519,2619.341733,1117.332792,32,975,30.46875,3276864,3360.886154,7406406,492.4144671
F4,12,1,21,593,704.0118762,143.5531597,38817,66928300,1724.200737,940.8131866,0,0,0,0,0,694527,17.89234098
F4,12,2,58,850,914.9952625,126.3038211,12876,26225023,2036.736797,855.3159046,7,219,31.28571429,450826,2058.56621,1596780,124.0121156
F4,12,3,272,840,888.0638633,325.9076587,8252,25925568,3141.731459,2143.166827,0,0,0,0,0,404573,49.02726612
F4,12,4,481,572,651.044137,572.7711242,23563,66898806,2839.146374,1398.41338,0,0,0,0,0,668836,28.3850104
F4,12,5,768,686,794.6684546,856.705748,27592,107576285,3898.821579,2373.262082,0,0,0,0,0,1065816,38.62771818
F4,12,6,820,886,963.5869399,902.2405429,18346,45360581,2472.505233,1394.37522,0,0,0,0,0,264318,14.40739126
F4,13,1,171,258,318.6216755,227.6462791,11543,36883552,3195.317682,1855.849673,9,171,19,260714,1524.643275,1158714,100.3823963
F4,13,2,208,640,753.0161935,315.0609809,34273,70865363,2067.673183,1100.966555,1,23,23,13811,600.4782609,644555,18.80649491
F4,13,3,379,869,932.2968406,430.8856723,6805,12776849,1877.567818,763.5440043,1,15,15,6301,420.0666667,232052,34.10022043
F4,13,4,408,788,863.8862787,481.4203341,13111,26665004,2033.788727,840.6482705,1,9,9,2620,291.1111111,293675,22.3991305
F4,13,5,546,135,193.292904,618.5666644,14783,37214560,2517.388893,1130.349233,8,162,20.25,276544,1707.061728,1117345,75.58310221
F4,13,6,595,818,886.0745814,651.3249219,12483,25551926,2046.937916,869.6918272,2,51,25.5,37658,738.3921569,552890,44.29143635
F4,13,7,815,292,352.212379,882.4914143,12812,34321137,2678.827427,1334.309643,12,521,43.41666667,2651822,5089.869482,6220127,485.4922729
F4,13,8,886,736,835.6993849,975.4672322,23575,54235026,2300.531326,1099.766891,0,0,0,0,0,490907,20.82320255
F4,14,1,303,911,971.1938583,366.0486666,11137,27039236,2427.874293,1330.410666,18,457,25.38888889,962574,2106.28884,4398123,394.9109275
F4,14,2,445,239,319.8715362,539.0818098,22699,62879847,2770.159346,1275.127932,10,134,13.4,72846,543.6268657,1020240,44.94647341
F4,14,3,720,645,785.8679562,760.533307,20266,34253275,1690.184299,796.8877527,1,13,13,5220,401.5384615,517630,25.54179414
F4,14,4,848,610,678.220711,913.2284541,14852,42937320,2891.012658,2148.373338,0,0,0,0,0,560833,37.76144627
F4,14,5,854,376,454.4314845,941.961671,21185,51750466,2442.788105,1338.530337,1,14,14,6170,440.7142857,382456,18.05315081
F4,14,6,891,7,95.36863843,972.1717682,21791,62792060,2881.559359,1271.185616,0,0,0,0,0,507539,23.29122115
F4,15,1,90,139,219.9058503,163.8741875,19076,55510794,2909.980814,1557.157778,19,341,17.94736842,304039,891.6099707,1861699,97.59378276
F4,15,2,207,870,969.6306343,277.9837607,22230,35459379,1595.113765,653.4505176,0,0,0,0,0,335278,15.08223122
F4,15,3,330,213,281.7311593,401.7172294,15578,41090543,2637.729041,1264.92581,1,17,17,5684,334.3529412,505396,32.44293234
F4,15,4,364,532,600.3295115,437.3162774,16397,70162037,4278.955724,2814.399021,0,0,0,0,0,764369,46.61639324
F4,15,5,393,855,932.6616393,461.6181222,16775,40043031,2387.065931,1191.723488,15,360,24,589485,1637.458333,2871231,171.1613115
F4,15,6,490,266,328.5459975,545.0076663,11218,32657777,2911.194241,1719.638497,0,0,0,0,0,252027,22.46630415
F4,15,7,727,393,497.8459832,822.0397115,30646,58593204,1911.936435,1131.076682,0,0,0,0,0,333128,10.87019513
F4,16,1,398,52,150.0787297,472.5668539,22609,63527782,2809.844841,1736.334163,0,0,0,0,0,648288,28.67389093
F4,16,2,436,880,985.8021643,550.9545488,27260,55324554,2029.514087,917.4812403,0,0,0,0,0,559798,20.5355099
F4,16,3,489,611,718.3329676,567.5160997,26429,60078315,2273.196678,1116.847006,1,12,12,4432,369.3333333,681584,25.78924666
F4,16,4,590,146,225.7677299,690.1122085,24704,70520353,2854.612735,1909.546669,4,71,17.75,43471,612.2676056,857095,34.69458387
F4,16,5,812,584,693.7901557,918.0893068,35574,81149301,2281.140749,1907.319735,0,0,0,0,0,694033,19.50955754
F4,18,1,12,284,368.2135585,85.05878741,19545,46573692,2382.895472,1604.984237,0,0,0,0,0,418035,21.38833461
F4,18,2,101,18,77.99379217,157.9068826,11115,43008955,3869.451642,2722.037666,7,102,14.57142857,58091,569.5196078,768917,69.17831759
F4,18,3,186,137,230.559293,282.123228,28005,82321847,2939.541046,1760.276097,0,0,0,0,0,799785,28.55865024
F4,19,1,349,263,327.6737499,420.4385301,14259,39041303,2738.011291,1465.109362,44,1414,32.13636364,3597844,2544.44413,8838478,619.8525843
F4,19,2,702,277,370.3701,792.1226634,23699,65627754,2769.220389,1572.099577,0,0,0,0,0,713952,30.12582809
F4,19,3,790,825,900.4045481,857.7086965,15259,35508159,2327.030539,1015.484705,20,373,18.65,401484,1076.364611,2174173,142.484632
F4,19,4,866,761,825.5150872,940.6341168,13190,30999768,2350.247763,971.5669817,2,72,36,97732,1357.388889,323782,24.54753601
F4,19,5,879,370,460.5105453,966.9002406,24940,59294227,2377.47502,1442.396417,0,0,0,0,0,452065,18.12610265
F4,19,6,898,604,664.1201725,952.2828181,10901,34374798,3153.361893,1948.995942,36,937,26.02777778,3116894,3326.461046,7709318,707.2119989
F4,20,1,17,878,951.8483216,96.34690406,17636,38019854,2155.809367,974.2013039,1,18,18,8912,495.1111111,435099,24.67107054
F4,20,2,108,124,200.9299076,176.8921383,16892,40393716,2391.292683,990.3798168,0,0,0,0,0,437297,25.88781672
F4,20,3,196,674,742.1530501,259.8079586,13721,34496407,2514.132133,1130.760225,7,125,17.85714286,110903,887.224,897622,65.41957583
F4,20,4,250,880,968.1630969,331.212737,22784,56972260,2500.538097,1133.874144,0,0,0,0,0,583468,25.60867275
F4,20,5,365,544,617.0157348,434.2301964,16651,46172572,2772.960903,1553.210693,0,0,0,0,0,551404,33.11536845
F4,20,6,459,115,202.019794,523.8540393,18642,43605724,2339.111898,1003.995683,0,0,0,0,0,478414,25.66323356
F4,20,7,577,425,504.3402356,663.6339161,21394,57652487,2694.796999,1540.310184,0,0,0,0,0,642006,30.00869403
F4,20,8,639,119,221.3495215,744.2233614,27798,67776683,2438.185589,1358.189685,5,101,20.2,67931,672.5841584,845778,30.42585798
F4,20,9,825,813,893.9827538,889.6617044,17801,48740073,2738.052525,1645.751066,36,1214,33.72222222,3387971,2790.750412,9518443,534.7139487
F4,21,1,59,680,758.7491206,139.1110375,19615,47920681,2443.063013,1011.89241,0,0,0,0,0,450793,22.98205455
F4,21,2,158,833,881.6832176,228.6469428,11661,33012869,2831.049567,1832.121514,7,134,19.14285714,186403,1391.067164,1006939,86.35099906
F4,21,3,195,522,594.0524814,268.6318238,16120,44458046,2757.9433,1383.299854,9,129,14.33333333,87057,674.8604651,1009957,62.65241935
F4,21,4,358,263,360.3802987,452.8915355,29724,81090157,2728.103788,2210.049934,0,0,0,0,0,707185,23.79171713
F4,21,5,492,930,1004.190439,565.6438888,16756,44682703,2666.668835,1381.799787,8,163,20.375,146366,897.9509202,1069195,63.80968011
F4,21,6,640,50,142.0897551,721.4003834,23475,59063855,2516.032162,1206.704126,7,114,16.28571429,93772,822.5614035,964744,41.09665602
F4,22,1,160,811,888.8908329,238.8894709,19090,48706561,2551.417548,1182.211639,5,105,21,124901,1189.533333,918622,48.12058669
F4,22,2,184,189,282.1583357,250.7709029,17665,41877339,2370.63906,1220.349362,4,70,17.5,71073,1015.328571,818499,46.33450326
F4,22,3,511,315,394.2173959,584.1040555,18740,66305133,3538.160779,4271.049755,0,0,0,0,0,780602,41.65432231
F4,22,4,635,712,835.2963903,738.9989452,25598,66992124,2617.084303,1359.789151,3,30,10,13940,464.6666667,952342,37.20376592
F4,22,5,870,113,218.0421798,973.0514552,32883,74024069,2251.134903,1384.275393,0,0,0,0,0,569667,17.32405802
F4,23,1,128,488,577.2423472,214.742649,23194,63438491,2735.125075,1469.257769,0,0,0,0,0,689374,29.7220833
F4,23,2,341,785,848.0228056,420.4767872,15961,51798272,3245.302425,1924.09609,0,0,0,0,0,492110,30.83202807
F4,23,3,419,516,588.9539716,481.757449,13861,42796386,3087.539571,1791.38664,4,87,21.75,106635,1225.689655,904788,65.27580983
F4,23,4,478,800,889.602185,557.9859248,19680,37690373,1915.16123,708.5714386,9,213,23.66666667,241072,1131.793427,1259333,63.99049797
F4,23,5,572,495,554.3027845,634.2322101,11959,43209031,3613.097333,2566.857845,21,349,16.61904762,461842,1323.329513,2966325,248.0412242
F4,23,6,689,786,846.6713965,748.1422542,11135,27339299,2455.258105,1399.730971,13,521,40.07692308,1715865,3293.40691,6958416,624.9138752
F4,23,7,888,74,148.5868569,961.6970322,17454,48192699,2761.126332,1329.0658,16,321,20.0625,351338,1094.510903,1337568,76.63389481
F4,24,1,304,472,556.4481001,383.2167836,19817,47602331,2402.095726,1056.340281,23,929,40.39130435,1876835,2020.274489,5399460,272.4660645
F4,24,2,382,819,911.6162722,496.8165533,30592,58256160,1904.293933,885.3715919,0,0,0,0,0,647149,21.15419064
F4,24,3,545,401,470.0623787,610.2200582,14428,40306518,2793.631688,1574.494584,15,459,30.6,1129961,2461.788671,3339990,231.4936235
F4,24,4,821,111,187.1851236,891.5917298,16227,49009429,3020.239662,1593.642676,15,252,16.8,299514,1188.547619,2541178,156.6018364
F4,25,1,110,775,867.19515,199.8852423,22639,53058021,2343.655683,1093.303293,0,0,0,0,0,556457,24.57957507
F4,25,2,123,318,394.5944081,194.8702226,16667,38629244,2317.708286,934.5623405,0,0,0,0,0,400258,24.0149997
F4,25,3,190,144,208.1551167,256.5344296,13622,39605308,2907.451769,1601.743081,22,588,26.72727273,1436179,2442.481293,4231520,310.6386727
F4,25,4,376,325,419.2683694,467.4306126,27995,54697500,1953.831041,1017.682613,12,143,11.91666667,93186,651.6503497,1040453,37.16567244
F4,25,5,484,771,827.0465977,543.4918857,10537,31538641,2993.132865,1782.836583,0,0,0,0,0,458260,43.49055708
F4,25,6,683,711,783.2765915,769.3542902,20232,41499787,2051.195482,957.4657029,0,0,0,0,0,443815,21.93628905
F4,25,7,714,186,267.2270183,805.6841893,22333,53418470,2391.907491,2240.169089,0,0,0,0,0,616227,27.59266556
F4,25,8,736,517,580.6295407,800.393663,12498,36916603,2953.800848,1684.097495,12,233,19.41666667,401605,1723.626609,2489708,199.2085134
F4,25,9,823,843,925.3196017,904.8465931,21192,49703543,2345.391799,1152.932281,0,0,0,0,0,402296,18.98338996
F4,26,1,48,232,315.3052263,142.9629003,26577,46935723,1766.027881,754.392359,0,0,0,0,0,443997,16.70606163
F4,26,2,389,167,270.6728156,431.6860244,13173,41329754,3137.4595,2301.046602,10,312,31.2,1137031,3644.330128,3222692,244.643741
F4,26,3,409,757,851.38416,484.9900022,17904,37800425,2111.283791,957.6858045,0,0,0,0,0,448719,25.0625
F4,26,4,531,506,555.7836153,593.0934006,10107,33150288,3279.933511,1860.74232,2,29,14.5,17866,616.0689655,458252,45.34006134
F4,26,5,538,592,649.65388,616.188426,13634,26177967,1920.050389,1305.949697,7,137,19.57142857,138853,1013.525547,927538,68.03124542
F4,26,6,787,567,640.8419057,868.1032086,20570,52724000,2563.150219,1298.145699,3,55,18.33333333,34589,628.8909091,693147,33.6969859
F4,27,1,204,907,997.1463174,281.6742012,22253,46416426,2085.850267,1033.831604,0,0,0,0,0,3060844,137.5474767
F4,27,2,601,831,906.0139709,681.2341671,19469,41558152,2134.580718,1154.654833,0,0,0,0,0,5566226,285.901998
F4,27,3,708,351,431.6561662,779.2186205,16412,66182383,4032.560505,3561.243814,0,0,0,0,0,861847,52.51322203
F4,28,1,10,255,342.8520098,90.29815806,22042,68052508,3087.401688,1452.374972,0,0,0,0,0,591990,26.85736322
F4,28,2,171,763,847.9069827,249.5116207,19448,64682474,3325.919066,2240.275415,2,21,10.5,8798,418.952381,756853,38.91675237
F4,28,3,539,539,612.0650375,617.8875312,18005,62054573,3446.518911,1816.098827,9,242,26.88888889,296121,1223.640496,1627253,90.37783949
F4,28,4,860,492,560.7930259,939.2815562,17350,49053156,2827.271239,1318.882578,0,0,0,0,0,495792,28.57590778
F4,28,5,902,830,904.6240433,975.5240836,17377,39779475,2289.202682,1032.93738,0,0,0,0,0,417800,24.04327559
F4,28,6,916,126,197.7974776,980.8163292,15065,55496243,3683.786459,2032.428245,1,48,48,50513,1052.354167,727577,48.29585131
F4,29,1,148,21,90.49432129,221.3197085,16465,48633732,2953.76447,1451.995067,0,0,0,0,0,460837,27.98888551
F4,29,2,200,416,489.6025173,340.5649752,27649,94359432,3412.761113,2069.760661,16,463,28.9375,887814,1917.524838,3333556,120.5669644
F4,29,3,222,196,270.1298948,294.3835047,16829,41222875,2449.514231,1054.979574,3,52,17.33333333,34318,659.9615385,644773,38.31320934
F4,29,4,693,824,887.2066791,758.4659816,12846,43841840,3412.878717,2108.00882,17,505,29.70588235,1139253,2255.946535,3855259,300.1135762
F4,29,5,792,277,355.9700272,867.2693808,18717,71055991,3796.334402,1961.068466,2,32,16,11527,360.21875,812506,43.41005503
F4,29,6,891,97,158.86721,968.4643681,13864,48684072,3511.545874,2018.494052,0,0,0,0,0,501390,36.16488748
F4,30,1,193,477,550.9614795,256.7455515,15005,50724367,3380.497634,1684.189432,1,11,11,3638,330.7272727,460713,30.70396534
F4,30,2,238,544,626.2623413,320.064263,11344,37502801,3305.959185,1718.448222,3,33,11,11866,359.5757576,454765,40.08859309
F4,30,3,689,955,1021.560136,772.80795,17610,52378083,2974.337479,1845.772986,0,0,0,0,0,461882,26.22839296
F4,30,4,700,539,602.6945118,775.485401,16508,51329626,3109.378847,1737.552823,0,0,0,0,0,625536,37.89290041
F4,30,5,913,768,862.9738592,995.8452889,24368,57028238,2340.292104,1054.421981,0,0,0,0,0,325729,13.36707978
F4,30,6,946,642,698.8126268,1010.066092,11832,29579284,2499.939486,1259.024156,21,571,27.19047619,2309522,4044.697023,5729777,484.2610717
F4,31,1,22,341,412.3043551,104.8105328,17887,53398424,2985.320288,1397.780443,0,0,0,0,0,509382,28.47777716
F4,31,2,438,291,351.0700528,508.7929805,14018,41545529,2963.727279,1619.197919,0,0,0,0,0,466763,33.29740334
F4,31,3,717,220,343.9812575,816.9590664,40016,86420733,2159.654463,1510.931081,1,21,21,9111,433.8571429,812423,20.30245402
F4,32,1,231,658,732.6708285,311.2911332,18902,53461589,2828.356206,2257.263975,0,0,0,0,0,693519,36.69024442
F4,32,2,904,207,312.3409397,982.11299,20816,46939376,2254.96618,1150.518278,3,118,39.33333333,138985,1177.838983,1063656,51.09800154
F4,33,1,91,732,795.7277388,155.22486,12679,28365229,2237.181876,938.8366663,27,912,33.77777778,2437247,2672.419956,6006842,473.7630728
F4,33,2,161,514,576.965223,217.1008442,10898,29663874,2721.955772,1439.137276,1,12,12,4445,370.4166667,354394,32.51917783
F4,33,3,244,100,177.0721313,314.9523148,16567,49315300,2976.718778,1449.140408,20,473,23.65,809512,1711.44186,2736236,165.1618277
F4,33,4,253,398,469.5634817,316.22114,14579,40276325,2762.626037,1433.688291,3,75,25,63868,851.5733333,641221,43.98250909
F4,33,5,353,857,945.025515,427.0973502,19322,40777143,2110.3997,978.6674368,0,0,0,0,0,459108,23.76089432
F4,33,6,415,302,376.6973555,478.2356168,14218,47489691,3340.110494,1886.23549,8,169,21.125,156669,927.035503,1047992,73.70881981
F4,33,7,642,893,968.0852391,715.0710903,17316,30593634,1766.78413,881.9795717,0,0,0,0,0,337997,19.51934627
F4,33,8,773,493,562.834074,842.2476147,15302,45475676,2971.877924,1590.995671,10,163,16.3,122736,752.9815951,1161404,75.89883675
F4,34,1,547,568,668.1946566,648.4920684,32339,74131408,2292.322212,1513.09458,0,0,0,0,0,766866,23.71334921
F4,35,1,195,587,661.5070932,277.6639097,18257,77856990,4264.500739,2839.603184,0,0,0,0,0,931603,51.02716766
F4,35,2,537,380,484.4070799,638.4922847,34153,91270522,2672.401312,2001.18095,6,106,17.66666667,88455,834.4811321,1373624,40.21971716
F4,36,1,320,465,553.3887655,406.4569524,22057,60234396,2730.851702,1263.546835,0,0,0,0,0,632685,28.68409122
F4,36,2,496,820,889.27799,556.1622856,13353,38015878,2846.991537,1637.700924,4,89,22.25,67964,763.6404494,898214,67.26683142
F4,36,3,673,717,781.9651426,726.4397465,11045,32240297,2918.994749,1646.638005,19,564,29.68421053,1362250,2415.336879,4292460,388.6337709
F4,36,4,727,464,556.8822223,796.7479941,19817,53338097,2691.532371,1321.780014,44,1799,40.88636364,10284130,5716.581434,23807894,1201.387395
F4,36,5,800,940,1005.283883,880.0010231,16616,65442806,3938.541526,2449.788103,0,0,0,0,0,603000,36.29032258
F4,36,6,891,444,522.9408325,978.2934788,20349,74076172,3640.285616,2224.750895,0,0,0,0,0,422497,20.76254361
F4,37,1,58,850,955.9667552,122.1296822,21838,56625756,2592.991849,1873.698095,0,0,0,0,0,689342,31.56616906
F4,37,2,248,93,226.6138604,372.0775396,49407,72474367,1466.884591,877.9477943,0,0,0,0,0,554038,11.21375514
F4,37,3,380,327,432.5222872,466.3260552,28716,67960466,2366.641106,1335.171455,0,0,0,0,0,504740,17.57696058
F4,37,4,633,662,752.2182229,728.5948252,25199,66662041,2645.424064,1729.537253,4,76,19,50352,662.5263158,906597,35.97749911
F4,38,1,77,614,690.2709881,142.7979094,15211,51122509,3360.890737,1824.740248,0,0,0,0,0,574513,37.76957465
F4,38,2,82,741,827.1776188,170.5012921,21670,51883730,2394.265344,1285.5278,4,64,16,38457,600.890625,577122,26.63230272
F4,38,3,235,518,588.8526329,305.4202405,15553,62608080,4025.466469,3264.528158,0,0,0,0,0,793076,50.99183437
F4,38,4,284,171,261.2006542,383.3098283,26902,75775275,2816.7153,2304.30519,1,15,15,6428,428.5333333,899473,33.43517211
F4,38,5,530,397,480.8861191,620.0380821,24631,63587958,2581.623077,1160.135904,0,0,0,0,0,692100,28.09873736
F4,38,6,580,892,970.7028485,684.1944756,23170,53390041,2304.274536,1259.708687,8,195,24.375,163646,839.2102564,1110143,47.91294778
F4,38,7,765,537,643.8599671,889.5064738,40162,95776726,2384.759873,1673.286969,0,0,0,0,0,793097,19.74744784
F4,39,1,403,602,690.9197129,481.199686,22295,61709803,2767.87634,1861.40871,0,0,0,0,0,658831,29.55061673
F4,39,2,586,837,907.0726164,657.348531,14432,44712818,3098.171979,2315.253274,0,0,0,0,0,562938,39.00623614
F4,39,3,722,687,750.7626302,791.8568696,14113,53917917,3820.44335,2848.063431,0,0,0,0,0,660244,46.78268263
F4,40,1,112,942,1013.393974,173.0229421,12379,25995817,2099.993295,932.2791476,15,639,42.6,1867044,2921.821596,6337636,511.9667178
F4,40,2,272,239,304.5802752,327.6812809,11336,33130438,2922.586274,1633.382051,21,758,36.0952381,4067276,5365.799472,16843641,1485.854005
F4,40,3,345,378,449.9372737,416.5013731,16022,48186655,3007.530583,1531.313065,0,0,0,0,0,414793,25.88896517
F4,40,4,598,687,755.9540636,661.7512079,13867,53054958,3825.986731,2442.91912,12,563,46.91666667,3322821,5901.991119,8458760,609.9920675
